Date,Price,Open,High,Low,Vol,Change %
10/27/2022,37.11,37.04,37.89,36.54,750.29,2.54%
10/26/2022,36.19,36.74,38.28,35.63,1.6,-5.53%
10/25/2022,38.31,36.09,38.7,36.09,1.45,5.45%
10/24/2022,36.33,36.6,36.91,35.76,813.4,-0.41%
10/21/2022,36.48,36.3,36.49,34.84,1.41,0.03%
10/20/2022,36.47,36.28,37.97,36.01,943.01,0.39%
10/19/2022,36.33,37.06,37.61,35.77,800.03,-3.35%
10/18/2022,37.59,38.11,38.81,37.12,910.43,2.40%
10/17/2022,36.71,35.32,37.46,35.07,1.67,9.48%
10/14/2022,33.53,35.32,35.9,33.49,864.99,-3.34%
10/13/2022,34.69,32.78,34.94,31.42,1.61,-0.09%
10/12/2022,34.72,35.88,35.88,33.9,1.15,-2.55%
10/11/2022,35.63,35.51,36.45,34.2,1.19,0.31%
10/10/2022,35.52,37.26,37.26,34.15,1.24,-3.79%
10/07/2022,36.92,38.36,38.52,35.9,978.1,-6.81%
10/06/2022,39.62,39.74,40.78,39.28,500.52,-0.95%
10/05/2022,40,39.43,40.24,38.19,1.21,-0.77%
10/04/2022,40.31,39.18,40.67,39.02,1.67,8.92%
10/03/2022,37.01,36.51,37.36,35.36,1.12,2.32%
09/30/2022,36.17,36.24,38.48,35.85,934.98,-0.28%
09/29/2022,36.27,37.16,37.28,35.02,1.12,-5.10%
09/28/2022,38.22,37.57,38.69,36.65,1.43,1.03%
09/27/2022,37.83,37.3,38.57,36.84,847.53,4.16%
09/26/2022,36.32,36.84,38.65,36.08,1.24,-1.28%
09/23/2022,36.79,37.92,39.04,35.87,1.59,-5.16%
09/22/2022,38.79,40.69,41.02,38.7,1.02,-5.39%
09/21/2022,41,41.85,42.94,40.81,1,-0.65%
09/20/2022,41.27,40.47,42.17,40.36,993.07,0.76%
09/19/2022,40.96,40.5,42,39.81,1.43,-1.44%
09/16/2022,41.56,42.52,43.4,41.31,4.34,-5.85%
09/15/2022,44.14,43.98,45.62,43.71,1.49,-1.27%
09/14/2022,44.71,43.17,44.81,42.59,1.97,4.29%
09/13/2022,42.87,43.6,43.94,42.17,1.71,-7.01%
09/12/2022,46.1,44.51,46.13,44.51,1.05,4.58%
09/09/2022,44.08,42.57,44.26,42.29,1.26,5.48%
09/08/2022,41.79,39.24,41.8,39.12,991.85,3.29%
09/07/2022,40.46,38.5,40.63,38.49,1.03,4.09%
09/06/2022,38.87,38.6,40.04,38.17,1.47,1.20%
09/02/2022,38.41,39,39.36,37.52,1.28,0.21%
09/01/2022,38.33,41.31,41.31,36.9,1.81,-8.93%
08/31/2022,42.09,42.54,43.81,41.87,988.18,-0.09%
08/30/2022,42.13,44.06,44.2,41.28,1.04,-2.88%
08/29/2022,43.38,43.73,44.93,42.94,721.16,-2.10%
08/26/2022,44.31,46.41,46.69,44.16,916.71,-3.95%
08/25/2022,46.13,46.67,47.28,45.67,782.84,0.65%
08/24/2022,45.83,43.74,46.02,43.68,1.21,5.24%
08/23/2022,43.55,42.72,44.2,42.24,1.02,3.79%
08/22/2022,41.96,42.16,42.92,41.51,1.04,-3.25%
08/19/2022,43.37,44.37,44.78,43.01,1.56,-4.51%
08/18/2022,45.42,45.7,46.16,45.03,739.04,-0.57%
08/17/2022,45.68,47.34,47.55,45.09,1.2,-5.13%
08/16/2022,48.15,48.33,48.5,46.63,1.03,-1.11%
08/15/2022,48.69,48.06,49.07,47.19,870.78,-0.14%
08/12/2022,48.76,47.89,49.18,47.45,1.19,2.61%
08/11/2022,47.52,53,53.24,47.44,2.71,-9.78%
08/10/2022,52.67,49.51,53.88,49.26,2.33,11.71%
08/09/2022,47.15,48.1,48.83,46.82,3.62,-1.50%
08/08/2022,47.87,46.07,47.99,46.05,2.1,4.50%
08/05/2022,45.81,43.72,46.91,43.21,2.01,3.67%
08/04/2022,44.19,45.1,45.44,42.85,1.42,-2.36%
08/03/2022,45.26,43.88,45.98,43.22,1.66,5.67%
08/02/2022,42.83,41.01,43.19,40.88,736.26,2.29%
08/01/2022,41.87,40.8,42.88,39.93,847.21,2.17%
07/29/2022,40.98,39.95,41.15,39.59,1.23,2.94%
07/28/2022,39.81,39.04,40,38.27,1.16,1.32%
07/27/2022,39.29,38.7,39.69,38.03,1.3,5.53%
07/26/2022,37.23,38.59,38.59,36.43,1.12,-4.29%
07/25/2022,38.9,39.18,39.28,37.6,1.17,-0.66%
07/22/2022,39.16,42.22,42.75,39.05,1.26,-8.53%
07/21/2022,42.81,41.23,43.5,40.77,1.32,2.05%
07/20/2022,41.95,37.92,42.08,37.8,1.92,11.04%
07/19/2022,37.78,37.97,38.33,36.51,1.43,2.91%
07/18/2022,36.71,36.01,37.62,35.97,1.52,4.17%
07/15/2022,35.24,35.34,35.77,34.48,1.44,2.14%
07/14/2022,34.5,36.59,36.63,34.15,3.36,-7.03%
07/13/2022,37.11,36.92,40.75,36.1,3.29,-3.51%
07/12/2022,38.46,39.2,39.57,36,2.68,-0.77%
07/11/2022,38.76,41.36,41.81,38.58,5.59,-16.29%
07/08/2022,46.3,44.6,47.01,43.88,1.39,1.69%
07/07/2022,45.53,44.32,45.91,44.3,1.27,3.20%
07/06/2022,44.12,44.93,46.5,43.44,1.3,-1.63%
07/05/2022,44.85,40.51,45.32,39.84,2.1,7.97%
07/01/2022,41.54,41.82,42.6,40.59,890.05,0.44%
06/30/2022,41.36,42.35,42.65,38.61,1.91,-4.35%
06/29/2022,43.24,43.93,44.4,42.46,842.83,-1.64%
06/28/2022,43.96,47,47.64,43.35,1.12,-6.03%
06/27/2022,46.78,47.68,48.54,46.18,1.03,-2.03%
06/24/2022,47.75,46.68,48.62,46.61,4.46,3.56%
06/23/2022,46.11,43.28,46.66,42.59,2.42,8.85%
06/22/2022,42.36,40.76,44.16,40.7,1.08,0.98%
06/21/2022,41.95,42.82,44.23,41.9,1.4,-0.02%
06/17/2022,41.96,39.9,43,39.9,2.37,4.98%
06/16/2022,39.97,41.87,42.7,39.34,2.08,-8.83%
06/15/2022,43.84,42.61,45.24,42.61,1.91,4.21%
06/14/2022,42.07,40.76,43,40.23,2.38,3.62%
06/13/2022,40.6,40.1,42.16,39.96,2.8,-4.36%
06/10/2022,42.45,43.54,45,42.23,3.74,-6.37%
06/09/2022,45.34,47.46,47.57,45.08,1.79,-3.98%
06/08/2022,47.22,47.84,48.8,46.43,2.36,-2.66%
06/07/2022,48.51,46.04,48.58,45.82,1.65,1.63%
06/06/2022,47.73,49.16,50.14,46.63,1.46,0.13%
06/03/2022,47.67,48.28,49.49,46.79,1.49,-3.33%
06/02/2022,49.31,48,50.67,47.07,1.71,3.83%
06/01/2022,47.49,49.69,50.46,46.22,1.62,-2.78%
05/31/2022,48.85,50.33,50.9,47.5,2.32,-3.42%
05/27/2022,50.58,46.35,51.48,46.17,3.75,10.15%
05/26/2022,45.92,43.34,46.87,43.09,3.78,0.44%
05/25/2022,45.72,42.97,46.27,42.8,2.72,5.69%
05/24/2022,43.26,41.49,44.25,39.65,3.62,3.49%
05/23/2022,41.8,42,43.19,40.65,2.37,-2.02%
05/20/2022,42.66,41.21,42.7,39.73,2.99,4.87%
05/19/2022,40.68,37.09,42.09,36.99,4.04,11.60%
05/18/2022,36.45,36.64,38.25,34.7,2.24,-2.36%
05/17/2022,37.33,38.07,38.82,34.66,1.54,1.83%
05/16/2022,36.66,37.08,38.13,35.36,2.56,-3.02%
05/13/2022,37.8,34.75,38.58,34.67,5.01,12.23%
05/12/2022,33.68,30.4,34.56,30.05,4.42,9.14%
05/11/2022,30.86,31.61,33.15,30.67,3.3,-5.63%
05/10/2022,32.7,33.03,34.51,30.43,4.29,1.55%
05/09/2022,32.2,34.72,36.73,31.68,4.82,-10.11%
05/06/2022,35.82,35.5,38.25,33.16,4,0.45%
05/05/2022,35.66,38.48,38.62,34.25,8.42,-18.14%
05/04/2022,43.56,41.54,43.86,38,3,5.83%
05/03/2022,41.16,41.77,43.22,40.54,1.26,-2.95%
05/02/2022,42.41,39.69,42.52,39.38,2.16,7.56%
04/29/2022,39.43,43.31,44.26,39.33,2.29,-10.39%
04/28/2022,44,42.22,45.12,39.4,3,7.06%
04/27/2022,41.1,41.4,42.98,40.5,1.94,0.07%
04/26/2022,41.07,44.01,44.02,40.88,2.44,-7.62%
04/25/2022,44.46,42.4,45.15,42.18,1.48,3.64%
04/22/2022,42.9,45.01,46.29,42.7,1.79,-4.81%
04/21/2022,45.07,48.53,50,44.58,1.9,-5.34%
04/20/2022,47.61,51.42,52,47.41,1.85,-6.63%
04/19/2022,50.99,48.5,52.12,48.3,1.13,4.92%
04/18/2022,48.6,52.07,52.11,48.09,1.99,-7.74%
04/14/2022,52.68,54.25,55.09,52.39,1.61,-2.98%
04/13/2022,54.3,51.72,54.75,51,1.31,5.33%
04/12/2022,51.55,52.89,55.52,50.72,1.29,0.43%
04/11/2022,51.33,51.32,52.63,50.25,1.28,-1.50%
04/08/2022,52.11,53.72,54.39,51.81,1.25,-3.93%
04/07/2022,54.24,53.8,55.29,52.12,1.07,0.82%
04/06/2022,53.8,55,55.8,52.47,1.37,-5.36%
04/05/2022,56.85,60.55,61.14,56.21,1.38,-5.88%
04/04/2022,60.4,60.41,61.51,59.41,1.49,1.39%
04/01/2022,59.57,59.35,61.74,58.29,1.3,2.97%
03/31/2022,57.85,59.9,60.3,57.75,1.2,-3.42%
03/30/2022,59.9,61.55,63.17,59.2,1.1,-3.98%
03/29/2022,62.38,59.55,62.7,59.25,2.22,7.57%
03/28/2022,57.99,57.84,59.54,55.5,1.62,0.76%
03/25/2022,57.55,60.8,61,56.77,931.29,-4.66%
03/24/2022,60.36,60.6,61.79,58.15,1.04,-0.08%
03/23/2022,60.41,59.75,62.22,57.87,1.17,-0.03%
03/22/2022,60.43,58.88,61.66,57.59,1.68,2.53%
03/21/2022,58.94,57.67,59.5,55.28,1.97,0.53%
03/18/2022,58.63,56.2,59.79,55.54,4.13,5.85%
03/17/2022,55.39,52.64,55.6,50.82,2.2,4.83%
03/16/2022,52.84,48.85,53.15,48.85,2.38,10.64%
03/15/2022,47.76,45.23,48.1,44.35,1.59,6.70%
03/14/2022,44.76,48.15,49.46,43.63,2.17,-7.14%
03/11/2022,48.2,52.51,52.88,47.96,1.57,-6.68%
03/10/2022,51.65,52.4,52.63,49.65,1.78,-4.86%
03/09/2022,54.29,51.52,54.58,50.8,1.82,8.73%
03/08/2022,49.93,48.04,51.67,46.69,2.2,3.89%
03/07/2022,48.06,52.19,53.3,47.84,2.73,-6.44%
03/04/2022,51.37,58.99,59.67,50.07,4.04,-13.17%
03/03/2022,59.16,63.23,63.89,58.65,1.91,-6.63%
03/02/2022,63.36,60.9,63.85,58.5,2.47,4.35%
03/01/2022,60.72,57.86,62.77,57.8,3.67,2.36%
02/28/2022,59.32,57.45,60.41,56.24,3.83,-0.94%
02/25/2022,59.88,55.46,59.9,54.01,3.3,7.62%
02/24/2022,55.64,42.68,55.99,42.6,5.66,18.58%
02/23/2022,46.92,52.5,53.16,46.6,3.79,-8.96%
02/22/2022,51.54,50.99,54.53,50.57,1.58,-1.04%
02/18/2022,52.08,55.17,56.49,51.75,2.83,-6.47%
02/17/2022,55.68,61,61.42,55.39,2.24,-10.64%
02/16/2022,62.31,61.28,62.75,59.87,1.7,-0.97%
02/15/2022,62.92,59.61,63,59.61,1.78,6.61%
02/14/2022,59.02,58.89,61.06,57.89,1.24,-0.27%
02/11/2022,59.18,62.26,63.76,57.64,2.11,-4.76%
02/10/2022,62.14,61,66.28,60.57,2.62,-1.52%
02/09/2022,63.1,62.4,63.54,60.1,2.58,2.50%
02/08/2022,61.56,57.17,62.26,57.11,2.26,5.77%
02/07/2022,58.2,57.67,60.55,57.38,1.79,1.71%
02/04/2022,57.22,54.12,58.18,53.12,1.67,6.61%
02/03/2022,53.67,54.02,56.85,53.18,1.87,-6.06%
02/02/2022,57.13,60.45,60.75,56,1.89,-3.90%
02/01/2022,59.45,58.49,59.65,56.34,1.78,3.68%
01/31/2022,57.34,54.4,57.68,54.4,1.89,6.38%
01/28/2022,53.9,51.54,53.9,49.26,1.85,6.35%
01/27/2022,50.68,51.92,53.5,50.4,1.68,-0.74%
01/26/2022,51.06,54.83,56.26,50.4,2.8,-0.74%
01/25/2022,51.44,54,55.5,50.91,2.99,-7.58%
01/24/2022,55.66,50.8,55.9,48.52,3.17,5.86%
01/21/2022,52.58,55.31,56.6,51.5,3.24,-5.26%
01/20/2022,55.5,57.57,60.2,55.39,1.87,-1.96%
01/19/2022,56.61,57.76,60.13,56.26,2.12,-1.34%
01/18/2022,57.38,58.91,61.21,57.17,2.67,-3.55%
01/14/2022,59.49,60.3,63.06,58.41,7.09,-9.06%
01/13/2022,65.42,71.3,72.81,65.3,2.59,-8.55%
01/12/2022,71.54,75.62,78.79,69.81,1.8,-2.53%
01/11/2022,73.4,70.72,74.48,69.46,1.27,3.86%
01/10/2022,70.67,68.89,70.7,65.26,2.08,-0.08%
01/07/2022,70.73,70.11,72.98,69.02,1.49,-0.13%
01/06/2022,70.82,67,73.95,67,2.66,2.09%
01/05/2022,69.37,71.96,72.73,67.5,2.75,-4.69%
01/04/2022,72.78,75.01,75.76,69.6,3.38,-3.33%
01/03/2022,75.29,81.3,81.38,74.48,2.68,-6.27%
12/31/2021,80.33,82.01,82.99,80.16,879.22,-2.49%
12/30/2021,82.38,81,84,81,1.08,1.99%
12/29/2021,80.77,80.97,81.4,78.08,939.1,0.37%
12/28/2021,80.47,84,84.39,79.6,1.1,-4.16%
12/27/2021,83.96,82.8,85.72,82.61,2.09,3.32%
12/23/2021,81.26,79.93,81.93,77.78,1.25,2.55%
12/22/2021,79.24,80.75,83.14,78.71,2.13,-2.74%
12/21/2021,81.47,75,82.34,73.36,3.67,11.60%
12/20/2021,73,71.55,75.24,70.6,2.39,-1.00%
12/17/2021,73.74,69.49,74.61,68.66,5.26,3.84%
12/16/2021,71.01,80.85,80.85,71.01,4.06,-9.39%
12/15/2021,78.37,74.84,79.43,73.06,3.87,5.21%
12/14/2021,74.49,77.76,78.5,71.69,4.41,-7.52%
12/13/2021,80.55,82.9,84.4,78.16,3.36,-4.36%
12/10/2021,84.22,88.39,91.33,82.76,3.22,-3.54%
12/09/2021,87.31,96.65,98.5,86.81,2.61,-8.23%
12/08/2021,95.14,93.79,96.45,90,1.74,1.31%
12/07/2021,93.91,91.61,94.22,90.51,2.79,9.27%
12/06/2021,85.94,83.76,87.25,78.66,2.76,2.26%
12/03/2021,84.04,90.33,90.75,79.58,4.34,-7.11%
12/02/2021,90.47,89.03,91.85,82.67,7.21,3.44%
12/01/2021,87.46,103.43,106.4,86.5,5.34,-13.24%
11/30/2021,100.81,104.51,105.32,96.6,3.96,-3.48%
11/29/2021,104.44,104,106.25,100.75,2,4.22%
11/26/2021,100.21,100,103.39,98,1.2,-1.30%
11/24/2021,101.53,97,102.65,94.1,2.07,2.60%
11/23/2021,98.96,99.24,104.86,94.74,4.34,-3.75%
11/22/2021,102.82,124.84,124.84,101.57,6.51,-20.00%
11/19/2021,128.53,130,133.4,127.73,1.09,0.41%
11/18/2021,128.01,130.83,131.99,126,1.95,-0.77%
11/17/2021,129,128.07,132.74,126.4,1.87,-0.97%
11/16/2021,130.26,120,131.3,119.5,8.52,9.45%
11/15/2021,119.01,122.13,124.11,118.88,1.94,-4.05%
11/12/2021,124.03,118.53,124.71,118.53,1.85,8.52%
11/11/2021,114.29,111.1,117.39,110,1.31,6.13%
11/10/2021,107.69,114.3,115.08,105.42,1.63,-7.67%
11/09/2021,116.63,114.3,117.78,111.03,1.97,3.63%
11/08/2021,112.54,107,113.73,106,2.03,9.68%
11/05/2021,102.61,108.05,108.28,101.33,1.66,-2.57%
11/04/2021,105.32,91.67,105.99,91.51,3.7,11.40%
11/03/2021,94.54,92.61,96.48,91.51,1.54,2.53%
11/02/2021,92.21,95,95.82,89.56,1.57,-2.70%
11/01/2021,94.77,97.96,98.78,94.5,995.39,-2.89%
10/29/2021,97.59,94.73,98.84,94.73,1.16,2.16%
10/28/2021,95.53,96.51,97.82,94.55,864.6,-0.08%
10/27/2021,95.61,96.9,98.51,94.84,799.84,-0.51%
10/26/2021,96.1,96.28,99.32,93.04,1.39,0.58%
10/25/2021,95.55,94.93,98.5,94.39,2.14,1.71%
10/22/2021,93.94,94.7,96.5,93.01,899.8,-1.54%
10/21/2021,95.41,90.4,96.3,89.5,1.62,5.60%
10/20/2021,90.35,92.15,92.5,88.62,904.56,-1.43%
10/19/2021,91.66,92.32,94.78,90.71,1.29,0.00%
10/18/2021,91.66,89,92.46,88.89,928.99,2.86%
10/15/2021,89.11,92,92.01,87.4,1.35,-1.38%
10/14/2021,90.36,93.48,94.63,89.62,2.09,-0.80%
10/13/2021,91.09,87.82,92.48,87.02,2.59,6.09%
10/12/2021,85.86,84.93,86.68,84.16,1.19,2.34%
10/11/2021,83.9,82.25,85.17,82.11,1.22,0.07%
10/08/2021,83.84,84.51,87.72,83,1.64,-1.58%
10/07/2021,85.19,83.63,85.42,82.53,2.1,3.40%
10/06/2021,82.39,77,82.78,76.63,1.85,4.04%
10/05/2021,79.19,79.46,81.7,78.63,936.75,1.51%
10/04/2021,78.01,81.07,81.25,75.31,1.42,-3.77%
10/01/2021,81.07,78.47,81.81,74.65,2.31,4.43%
09/30/2021,77.63,78.17,79.42,76.16,1.4,-0.28%
09/29/2021,77.85,79,81.36,75.48,1.9,-0.90%
09/28/2021,78.56,80,80.52,77.03,2.27,-3.88%
09/27/2021,81.73,82.25,83.52,79.63,2.1,-0.98%
09/24/2021,82.54,83.75,85,79.09,5.14,-5.85%
09/23/2021,87.67,87.95,88.48,84.03,1.46,3.04%
09/22/2021,85.08,80.57,86.65,80.23,2.06,7.22%
09/21/2021,79.35,81.76,81.9,78.99,1.47,-0.34%
09/20/2021,79.62,78.6,83.87,77.78,2.67,-3.15%
09/17/2021,82.21,85.84,87.99,81.5,11.9,-5.07%
09/16/2021,86.6,81.32,87.49,80.97,3.58,6.18%
09/15/2021,81.56,77,81.64,75.1,2.78,6.24%
09/14/2021,76.77,77.63,77.63,73.66,2.64,1.43%
09/13/2021,75.69,71.93,77.24,71.43,4.82,8.08%
09/10/2021,70.03,70.29,74.36,69.39,4.12,1.38%
09/09/2021,69.08,66.91,70.46,66.76,1.43,2.02%
09/08/2021,67.71,69.33,69.99,65.18,2.97,-3.64%
09/07/2021,70.27,72.99,73.39,69.62,3.52,-4.34%
09/03/2021,73.46,64.51,73.5,64.15,3.17,14.51%
09/02/2021,64.15,63.46,65.96,63.46,1.85,1.65%
09/01/2021,63.11,61.85,64.43,61.62,1.45,2.32%
08/31/2021,61.68,62.3,63.67,61.16,2,-0.88%
08/30/2021,62.23,61.2,62.72,59.57,1.56,3.73%
08/27/2021,59.99,56.98,60,56.63,1.37,5.62%
08/26/2021,56.8,56.08,58.65,56,1.52,1.76%
08/25/2021,55.82,54.88,55.88,53.13,1.41,0.56%
08/24/2021,55.51,55.75,56.11,54.02,1.53,0.51%
08/23/2021,55.23,54.01,56,53.1,2.25,3.87%
08/20/2021,53.17,51.43,53.19,51.25,1.22,3.50%
08/19/2021,51.37,51.51,53.07,50.55,1.51,-3.19%
08/18/2021,53.06,52,53.76,50.52,2.99,3.75%
08/17/2021,51.14,51.12,51.4,48.8,1.55,-0.51%
08/16/2021,51.4,53.66,53.66,51.2,1.03,-3.87%
08/13/2021,53.47,54.46,54.97,52.53,1.84,-2.75%
08/12/2021,54.98,55.62,56.52,54.27,1.11,-1.56%
08/11/2021,55.85,56.77,57.97,55.74,1.24,-3.09%
08/10/2021,57.63,53.75,57.79,52.64,3.27,8.04%
08/09/2021,53.34,52.84,54,51.58,5.59,-1.22%
08/06/2021,54,59.41,59.44,53.7,3.09,-5.99%
08/05/2021,57.44,57.5,58.29,52.73,4.74,-2.31%
08/04/2021,58.8,59.57,63,58,2.86,-3.15%
08/03/2021,60.71,56.06,63.4,56.05,4.25,7.17%
08/02/2021,56.65,53.12,59.17,51.68,6.61,10.00%
07/30/2021,51.5,51,53.8,50.75,816.79,-0.31%
07/29/2021,51.66,53.8,54.29,51.59,794.27,-3.02%
07/28/2021,53.27,53,55.27,52.28,963.46,0.91%
07/27/2021,52.79,55,55.05,50.6,458.33,-3.17%
07/26/2021,54.52,54.62,55.77,53.86,397.23,-0.18%
07/23/2021,54.62,54.46,56.31,53.14,611.94,3.11%
07/22/2021,52.97,53.38,55.39,52.07,506.15,0.57%
07/21/2021,52.67,51.2,53.9,51.09,543.21,2.11%
07/20/2021,51.58,51.3,51.74,49.4,430.05,0.57%
07/19/2021,51.29,48.55,51.82,47.09,816.47,5.71%
07/16/2021,48.52,48.71,49.35,47.82,556.19,2.26%
07/15/2021,47.45,50.45,50.45,45.8,795.95,-6.83%
07/14/2021,50.93,54.05,54.3,50.35,468.41,-6.14%
07/13/2021,54.26,55.81,57.04,54.1,288.4,-2.71%
07/12/2021,55.77,58.4,58.4,54.88,460.32,-2.91%
07/09/2021,57.44,55.12,58,55.12,565.2,4.78%
07/08/2021,54.82,52.79,54.83,51.88,282.52,0.57%
07/07/2021,54.51,55.09,55.48,53.95,383.54,0.13%
07/06/2021,54.44,55.8,55.8,53.5,314.48,-2.94%
07/02/2021,56.09,55,56.91,54.11,398.63,4.24%
07/01/2021,53.81,55.44,55.59,53.34,637.6,-3.20%
06/30/2021,55.59,53.85,55.81,52.7,434.68,1.40%
06/29/2021,54.82,55.65,56.08,53.68,579.01,-1.12%
06/28/2021,55.44,52.15,57.71,51.75,850.98,8.24%
06/25/2021,51.22,50.33,52.72,49.76,2.24,3.00%
06/24/2021,49.73,52.18,53.49,49.38,648.35,-4.44%
06/23/2021,52.04,52.34,55.87,51.52,943.08,1.07%
06/22/2021,51.49,46.38,53.45,46.2,1.34,11.55%
06/21/2021,46.16,47.4,47.74,45.72,272.99,-1.79%
06/18/2021,47,46.56,47.92,46.02,1.14,1.56%
06/17/2021,46.28,46.23,48.4,45.57,338.25,-0.54%
06/16/2021,46.53,44.15,46.84,43.99,456.15,5.85%
06/15/2021,43.96,42.99,44.3,42.99,286.12,0.69%
06/14/2021,43.66,42,44,41.76,270.63,5.54%
06/11/2021,41.37,41.5,41.5,40.49,128.54,0.32%
06/10/2021,41.24,40.64,41.32,40.01,130.79,1.48%
06/09/2021,40.64,40.22,41.39,40.19,178.93,1.07%
06/08/2021,40.21,39.44,40.69,39.25,260.67,3.31%
06/07/2021,38.92,39.97,39.97,38.65,149.98,-2.87%
06/04/2021,40.07,40.11,41,39.95,117.48,0.12%
06/03/2021,40.02,40.7,40.7,39.95,90.09,-2.68%
06/02/2021,41.12,41.25,41.5,40.66,76.17,-0.15%
06/01/2021,41.18,41.86,41.86,40.26,101.51,-2.05%
05/28/2021,42.04,42.66,42.97,41.63,130.3,-1.50%
05/27/2021,42.68,42.89,43.15,42.38,329.78,0.33%
05/26/2021,42.54,41.55,42.85,41.4,197.5,1.53%
05/25/2021,41.9,41.35,42.08,41.24,224.17,0.17%
05/24/2021,41.83,41.3,42.43,41.18,506.86,-2.65%
05/21/2021,42.97,43.09,43.22,42.09,240.23,0.59%
05/20/2021,42.72,39.5,42.88,39.05,334.29,9.40%
05/19/2021,39.05,36.65,39.44,36.01,201.23,5.46%
05/18/2021,37.03,36.65,37.26,36.23,120.87,2.10%
05/17/2021,36.27,37.45,37.79,35.62,152.85,-2.58%
05/14/2021,37.23,35.96,37.68,35.7,195.21,5.08%
05/13/2021,35.43,37.87,38,35.35,252.55,-5.34%
05/12/2021,37.43,38.46,38.6,36.73,153.12,-2.32%
05/11/2021,38.32,37.84,38.69,37.71,405.43,-0.23%
05/10/2021,38.41,42.11,42.15,38.25,282.52,-9.20%
05/07/2021,42.3,43.2,44.63,42.19,247.5,0.07%
05/06/2021,42.27,42,44.23,41.16,347.04,-5.65%
05/05/2021,44.8,43.36,44.84,43.98,132.2,2.94%
05/04/2021,43.52,43.72,43.79,42.97,311.46,0.14%
05/03/2021,43.46,43.65,44.15,43,124.69,-0.25%
04/30/2021,43.57,42.84,44.1,42.73,117.65,1.14%
04/29/2021,43.08,43.94,44.24,40.65,570.49,-2.22%
04/28/2021,44.06,42.2,45.38,42.16,460.75,2.32%
04/27/2021,43.06,43.3,44.4,42.8,455.4,-0.83%
04/26/2021,43.42,41.94,43.72,41.51,522.15,4.88%
04/23/2021,41.4,43.07,43.37,40.11,825.37,-2.70%
04/22/2021,42.55,42.81,43.44,41.8,726.71,2.21%
04/21/2021,41.63,41.38,41.9,40.48,505.87,0.10%
04/20/2021,41.59,43.94,43.94,41.27,521.33,-3.19%
04/19/2021,42.96,45.35,45.61,42.5,478.72,-4.26%
04/16/2021,44.87,45.68,46.35,44.19,179.25,-0.20%
04/15/2021,44.96,44.08,46,43.75,660.71,3.43%
04/14/2021,43.47,42.87,44.75,42.45,306.48,0.32%
04/13/2021,43.33,41.1,43.62,41.1,383.5,5.66%
04/12/2021,41.01,40,41.41,38.8,415.75,1.99%
04/09/2021,40.21,40,41.8,40,184.96,-0.10%
04/08/2021,40.25,43,43,39.6,633.72,-5.74%
04/07/2021,42.7,44.47,44.47,42.42,499.15,-2.98%
04/06/2021,44.01,44,44.38,43.78,368.38,0.55%
04/05/2021,43.77,43.81,45.27,42.8,276.52,-0.07%
04/01/2021,43.8,42.31,44.72,42.24,687.21,3.96%
03/31/2021,42.13,40,42.77,40,660.15,4.44%
03/30/2021,40.34,40.8,40.8,38.86,2.09,0.70%
03/29/2021,40.06,41.91,43.5,39.97,1.52,-3.77%
03/26/2021,41.63,42.17,42.79,36.65,1.4,-0.31%
03/25/2021,41.76,41.82,44.86,39.5,1.9,-1.74%
